,zid,customers_cnt_home,customers_cnt_job,customers_cnt_day,customers_cnt_move,lat,lon,customers_dlt_home,customers_dlt_job,customers_dlt_day,customers_dlt_move,nearest_mfc,logistic,mfc_chance,nearest_mfc_id,nearest_mfc_distance,metaInfo,predicted_customers_cnt_home,predicted_customers_cnt_job,predicted_customers_cnt_day,predicted_customers_cnt_move,mfc_chance_agreg,mfc_chance_balance
1974,56435,6,4,7,0,55.35626086477278,37.14135771850954,-3,-1,-2,0,19114.672324217536,5,4.0,1033125551,19114.672324217187,Насление: 6<br/><b>Прирост:</b> 6<br/><b>Логистика:</b> 5<br/><b>Необходимость постройки учреждения:</b> 4.0,3,3,5,0,5.548018972938684,4.0
1975,56436,27,3,19,2,55.35628374167828,37.14924188881432,-2,-1,-3,0,18986.96031883192,0,5.0,1033125551,18986.96031883192,Насление: 29<br/><b>Прирост:</b> 29<br/><b>Логистика:</b> 0<br/><b>Необходимость постройки учреждения:</b> 5.0,25,2,16,2,5.524555412690379,5.0
1976,56437,45,6,24,0,55.3563061100947,37.15712607026082,15,-1,-6,0,18714.752296510902,8,4.0,272644507,18714.752296510902,Насление: 45<br/><b>Прирост:</b> 45<br/><b>Логистика:</b> 8<br/><b>Необходимость постройки учреждения:</b> 4.0,60,5,18,0,5.469122535395044,4.0
1977,56438,27,2,17,0,55.35632797002046,37.16501026259864,6,-1,1,-1,18439.43480073356,0,5.0,272644507,18439.4348007332,Насление: 27<br/><b>Прирост:</b> 27<br/><b>Логистика:</b> 0<br/><b>Необходимость постройки учреждения:</b> 5.0,33,1,18,-1,5.394529017713183,5.0
1978,56439,22,8,19,0,55.35634932145404,37.17289446557733,2,0,0,0,18173.70871404869,10,4.0,272644507,18173.70871404869,Насление: 22<br/><b>Прирост:</b> 22<br/><b>Логистика:</b> 10<br/><b>Необходимость постройки учреждения:</b> 4.0,24,8,19,0,5.334100206867745,4.0
1979,56440,50,9,39,0,55.356370164399046,37.1807786808711,0,0,1,0,17918.0007180342,14,4.0,272644507,17918.0007180342,Насление: 50<br/><b>Прирост:</b> 50<br/><b>Логистика:</b> 14<br/><b>Необходимость постройки учреждения:</b> 4.0,50,9,40,0,5.285798249686373,4.0
1980,56441,31,9,26,0,55.35639049884382,37.18866290438033,1,-1,-5,0,17672.745814821566,10,4.0,272644507,17672.745814820864,Насление: 31<br/><b>Прирост:</b> 31<br/><b>Логистика:</b> 10<br/><b>Необходимость постройки учреждения:</b> 4.0,32,8,21,0,5.2182316753740485,4.0
1981,56442,37,7,18,0,55.35641032369568,37.1965471377876,8,0,-3,0,17438.38510377924,18,4.0,272644507,17438.385103779237,Насление: 37<br/><b>Прирост:</b> 37<br/><b>Логистика:</b> 18<br/><b>Необходимость постройки учреждения:</b> 4.0,45,7,15,0,5.164664081437667,4.0
1982,56443,17,7,26,1,55.356429641146185,37.20443138082546,-14,0,1,-1,17215.363305676412,14,4.0,272644507,17215.363305676412,Насление: 18<br/><b>Прирост:</b> 18<br/><b>Логистика:</b> 14<br/><b>Необходимость постройки учреждения:</b> 4.0,3,7,27,0,5.105828860738152,4.0
1983,56444,20,3,16,0,55.356448450097524,37.21231563325212,2,-1,1,0,17004.126704250717,13,4.0,272644507,17004.126704250717,Насление: 20<br/><b>Прирост:</b> 20<br/><b>Логистика:</b> 13<br/><b>Необходимость постройки учреждения:</b> 4.0,22,2,17,0,5.0544300414595815,4.0
1984,56445,36,8,31,3,55.35646675054842,37.220199894817135,3,-2,0,0,16805.11972869018,12,4.0,272644507,16805.11972868982,Насление: 39<br/><b>Прирост:</b> 39<br/><b>Логистика:</b> 12<br/><b>Необходимость постройки учреждения:</b> 4.0,39,6,31,3,5.0160402971039435,4.0
1985,56446,18,5,19,0,55.356484542497604,37.2280841652701,-9,0,-1,0,16618.781738836067,21,4.0,272644507,16618.78173883641,Насление: 18<br/><b>Прирост:</b> 18<br/><b>Логистика:</b> 21<br/><b>Необходимость постройки учреждения:</b> 4.0,9,5,18,0,4.964023135265307,4.0
1986,56447,20,11,24,1,55.35650182539563,37.23596844436422,-17,-1,-5,-1,16445.5434507233,32,4.0,272644507,16445.5434507233,Насление: 21<br/><b>Прирост:</b> 21<br/><b>Логистика:</b> 32<br/><b>Необходимость постройки учреждения:</b> 4.0,3,10,19,0,4.927123439916716,4.0
1987,56448,72,0,26,1,55.35651860033777,37.24385273184164,28,0,0,-1,16285.822803200068,3,4.0,272644507,16285.82280319936,Насление: 73<br/><b>Прирост:</b> 73<br/><b>Логистика:</b> 3<br/><b>Необходимость постройки учреждения:</b> 4.0,100,0,26,0,4.898547337190081,4.0
1988,56449,29,3,22,0,55.356534866774645,37.25173702745571,8,-1,-1,0,16140.021179492287,0,5.0,272644507,16140.021179490524,Насление: 29<br/><b>Прирост:</b> 29<br/><b>Логистика:</b> 0<br/><b>Необходимость постройки учреждения:</b> 5.0,37,2,21,0,4.849985427846147,5.0
1989,56450,15,15,20,0,55.356550624706976,37.25962133191828,1,-4,-3,0,16008.518892113447,16,4.0,272644507,16008.518892114864,Насление: 15<br/><b>Прирост:</b> 15<br/><b>Логистика:</b> 16<br/><b>Необходимость постройки учреждения:</b> 4.0,16,11,17,0,4.820153894491009,4.0
1990,56451,17,3,10,0,55.356565874129906,37.26750564305433,5,0,0,0,15891.670964825704,0,5.0,272644507,15891.670964825704,Насление: 17<br/><b>Прирост:</b> 17<br/><b>Логистика:</b> 0<br/><b>Необходимость постройки учреждения:</b> 5.0,22,3,10,0,4.785129715254928,5.0
1991,56452,9,2,4,0,55.356580615044315,37.27538996157568,3,0,-1,0,15789.80272936212,0,5.0,272644507,15789.802729361409,Насление: 9<br/><b>Прирост:</b> 9<br/><b>Логистика:</b> 0<br/><b>Необходимость постройки учреждения:</b> 5.0,12,2,3,0,4.7569939255560385,5.0
1992,56453,12,15,22,0,55.356594847449166,37.28327428723193,-6,0,-1,0,15703.205721740349,6,4.0,272644507,15703.205721740002,Насление: 12<br/><b>Прирост:</b> 12<br/><b>Логистика:</b> 6<br/><b>Необходимость постройки учреждения:</b> 4.0,6,15,21,0,4.74484831355922,4.0
1993,56454,19,6,15,0,55.35660857134353,37.29115861977266,5,-2,0,0,15632.133745905268,7,4.0,272644507,15632.133745902795,Насление: 19<br/><b>Прирост:</b> 19<br/><b>Логистика:</b> 7<br/><b>Необходимость постройки учреждения:</b> 4.0,24,4,15,0,4.727241617586142,4.0
1994,56455,23,3,20,0,55.356621786726386,37.29904295894736,-5,0,1,0,15576.799319048474,0,5.0,272644507,15576.799319048823,Насление: 23<br/><b>Прирост:</b> 23<br/><b>Логистика:</b> 0<br/><b>Необходимость постройки учреждения:</b> 5.0,18,3,21,0,4.713019146124916,5.0
1995,56456,50,7,31,0,55.35663449359688,37.30692730450565,14,-1,2,0,15537.370592129499,7,4.0,272644507,15537.370592129499,Насление: 50<br/><b>Прирост:</b> 50<br/><b>Логистика:</b> 7<br/><b>Необходимость постройки учреждения:</b> 4.0,64,6,33,0,4.717552332976915,4.0
1996,56457,56,12,34,3,55.35664669195703,37.314811658121656,21,-4,-5,-1,15513.96884245545,21,4.0,272644507,15513.968842456165,Насление: 59<br/><b>Прирост:</b> 59<br/><b>Логистика:</b> 21<br/><b>Необходимость постройки учреждения:</b> 4.0,77,8,29,2,4.718883021005134,4.0
1997,56458,42,7,30,0,55.35665838180148,37.32269601665804,15,-2,1,0,15506.666649902627,8,4.0,272644507,15506.666649902627,Насление: 42<br/><b>Прирост:</b> 42<br/><b>Логистика:</b> 8<br/><b>Необходимость постройки учреждения:</b> 4.0,57,5,31,0,4.708233668475897,4.0
1998,56459,41,14,36,0,55.35666956312955,37.330580379864344,1,-2,2,0,15515.486746687018,15,4.0,272644507,15515.486746687018,Насление: 41<br/><b>Прирост:</b> 41<br/><b>Логистика:</b> 15<br/><b>Необходимость постройки учреждения:</b> 4.0,42,12,38,0,4.713301394265136,4.0
1999,56460,92,18,65,2,55.35668023484296,37.33846474653224,32,-3,-1,0,15540.40180012017,37,4.0,272644507,15540.40180012017,Насление: 94<br/><b>Прирост:</b> 94<br/><b>Логистика:</b> 37<br/><b>Необходимость постройки учреждения:</b> 4.0,124,15,64,2,4.748103832064542,4.0
2000,56461,61,30,92,5,55.35669039913911,37.34634912025143,-37,2,5,0,15581.334376537246,27,4.0,272644507,15581.334376536535,Насление: 66<br/><b>Прирост:</b> 66<br/><b>Логистика:</b> 27<br/><b>Необходимость постройки учреждения:</b> 4.0,24,32,97,5,4.751177868345565,4.0
2001,56462,25,25,45,1,55.35670005491816,37.35423349885147,-19,-2,-5,0,15638.158822364787,26,4.0,272644507,15638.158822364787,Насление: 26<br/><b>Прирост:</b> 26<br/><b>Логистика:</b> 26<br/><b>Необходимость постройки учреждения:</b> 4.0,6,23,40,1,4.743054437247067,4.0
2002,56463,68,11,40,2,55.356709202181634,37.36211788400658,17,0,1,0,15710.702724234085,19,4.0,272644507,15710.702724234085,Насление: 70<br/><b>Прирост:</b> 70<br/><b>Логистика:</b> 19<br/><b>Необходимость постройки учреждения:</b> 4.0,85,11,41,2,4.769805799574008,4.0
2003,56464,57,12,27,0,55.3567178409244,37.370002271617004,19,-2,-6,-1,15798.749513875608,15,4.0,272644507,15798.749513875959,Насление: 57<br/><b>Прирост:</b> 57<br/><b>Логистика:</b> 15<br/><b>Необходимость постройки учреждения:</b> 4.0,76,10,21,-1,4.78289026341591,4.0
2004,56465,28,18,40,1,55.35672597114819,37.377886663356975,-21,-1,-6,0,15902.041703048792,27,4.0,272644507,15902.041703048086,Насление: 29<br/><b>Прирост:</b> 29<br/><b>Логистика:</b> 27<br/><b>Необходимость постройки учреждения:</b> 4.0,7,17,34,1,4.803639366140246,4.0
2005,56466,35,11,40,0,55.35673359285244,37.385771058976005,-12,-1,-4,-1,16020.28441027867,19,4.0,272644507,16020.284410279724,Насление: 35<br/><b>Прирост:</b> 35<br/><b>Логистика:</b> 19<br/><b>Необходимость постройки учреждения:</b> 4.0,23,10,36,-1,4.830794529623616,4.0
2006,56467,36,10,24,0,55.35674070603662,37.39365545822365,0,0,-1,-1,16153.14932449022,17,4.0,272644507,16153.14932449022,Насление: 36<br/><b>Прирост:</b> 36<br/><b>Логистика:</b> 17<br/><b>Необходимость постройки учреждения:</b> 4.0,36,10,23,-1,4.8599991669495815,4.0
2007,56468,67,10,24,0,55.35674731070026,37.401539860849425,26,0,-3,-1,16300.27889230583,18,4.0,272644507,16300.278892304064,Насление: 67<br/><b>Прирост:</b> 67<br/><b>Логистика:</b> 18<br/><b>Необходимость постройки учреждения:</b> 4.0,93,10,21,-1,4.905430116428879,4.0
2008,56469,45,18,35,0,55.35675340684286,37.409424266602905,16,-5,-5,0,16461.290632255856,20,4.0,272644507,16461.290632254448,Насление: 45<br/><b>Прирост:</b> 45<br/><b>Логистика:</b> 20<br/><b>Необходимость постройки учреждения:</b> 4.0,61,13,30,0,4.941562870543576,4.0
2009,56470,29,6,23,1,55.356758994464045,37.41730867523364,1,-1,-2,0,16635.781469924386,3,4.0,272644507,16635.781469924386,Насление: 30<br/><b>Прирост:</b> 30<br/><b>Логистика:</b> 3<br/><b>Необходимость постройки учреждения:</b> 4.0,30,5,21,1,4.968777013919757,4.0
2010,56471,43,8,25,0,55.356764073563404,37.42519308649114,13,0,-1,-1,16823.331998718837,11,4.0,272644507,16823.331998719543,Насление: 43<br/><b>Прирост:</b> 43<br/><b>Логистика:</b> 11<br/><b>Необходимость постройки учреждения:</b> 4.0,56,8,24,-1,5.020844695654249,4.0
2011,57028,18,14,28,1,55.35979098468357,36.89688705045722,-3,-1,1,0,27315.01769998191,4,4.0,1033125551,27315.01769998156,Насление: 19<br/><b>Прирост:</b> 19<br/><b>Логистика:</b> 4<br/><b>Необходимость постройки учреждения:</b> 4.0,15,13,29,1,7.50779504532711,4.0
2012,57029,29,6,21,0,55.35982963023682,36.904771643635094,9,-2,-2,0,26939.568941686928,3,4.0,1033125551,26939.568941685524,Насление: 29<br/><b>Прирост:</b> 29<br/><b>Логистика:</b> 3<br/><b>Необходимость постройки учреждения:</b> 4.0,38,4,19,0,7.418076559249298,4.0
2013,57030,11,11,19,0,55.35986776618486,36.91265625573957,-9,-1,-3,0,26568.2267637569,11,4.0,1033125551,26568.2267637569,Насление: 11<br/><b>Прирост:</b> 11<br/><b>Логистика:</b> 11<br/><b>Необходимость постройки учреждения:</b> 4.0,2,10,16,0,7.326006435731218,4.0
2014,57031,18,8,31,0,55.35990539471794,36.9205408864876,-13,-1,1,0,26201.165619736734,9,4.0,1033125551,26201.165619736024,Насление: 18<br/><b>Прирост:</b> 18<br/><b>Логистика:</b> 9<br/><b>Необходимость постройки учреждения:</b> 4.0,5,7,32,0,7.242084815542355,4.0
2015,57032,12,4,12,0,55.35994251473702,36.92842553564517,1,-1,0,0,25838.56805872208,8,4.0,1033125551,25838.568058722438,Насление: 12<br/><b>Прирост:</b> 12<br/><b>Логистика:</b> 8<br/><b>Необходимость постройки учреждения:</b> 4.0,13,3,12,0,7.150310533891391,4.0
2016,57033,30,2,12,0,55.359979126239566,36.9363102029619,11,-1,-4,0,25480.624651580267,14,4.0,1033125551,25480.624651580267,Насление: 30<br/><b>Прирост:</b> 30<br/><b>Логистика:</b> 14<br/><b>Необходимость постройки учреждения:</b> 4.0,41,1,8,0,7.071170841994438,4.0
2017,57034,31,3,15,0,55.36001522922305,36.944194888187326,12,-1,1,-1,25127.534310718223,8,4.0,1033125551,25127.534310718223,Насление: 31<br/><b>Прирост:</b> 31<br/><b>Логистика:</b> 8<br/><b>Необходимость постройки учреждения:</b> 4.0,43,2,16,-1,6.987598827493143,4.0
2018,57035,25,2,13,0,55.360050822588605,36.9520795910862,8,-1,-1,-1,24779.50459890108,4,4.0,1033125551,24779.5045988993,Насление: 25<br/><b>Прирост:</b> 25<br/><b>Логистика:</b> 4<br/><b>Необходимость постройки учреждения:</b> 4.0,33,1,12,-1,6.901070010232995,4.0
2019,57036,22,1,11,0,55.360085908526564,36.95996431137754,2,-1,-3,0,24436.75157480169,8,4.0,1033125551,24436.75157480169,Насление: 22<br/><b>Прирост:</b> 22<br/><b>Логистика:</b> 8<br/><b>Необходимость постройки учреждения:</b> 4.0,24,0,8,0,6.818291266343741,4.0
2020,57037,38,11,17,1,55.36012048594232,36.967849049788654,15,0,0,0,24099.50044640596,18,4.0,1033125551,24099.50044640524,Насление: 39<br/><b>Прирост:</b> 39<br/><b>Логистика:</b> 18<br/><b>Необходимость постройки учреждения:</b> 4.0,53,11,17,1,6.750369043601507,4.0
2021,57038,36,8,23,0,55.36015455427681,36.975733804151616,12,-1,1,0,23767.98556438819,9,4.0,1033125551,23767.98556438819,Насление: 36<br/><b>Прирост:</b> 36<br/><b>Логистика:</b> 9<br/><b>Необходимость постройки учреждения:</b> 4.0,48,7,24,0,6.669073088173473,4.0
2022,57039,7,0,5,0,55.36018811462839,36.98361857516375,-4,0,0,0,23442.450168605097,2,4.3,1033125551,23442.450168604755,Насление: 7<br/><b>Прирост:</b> 7<br/><b>Логистика:</b> 2<br/><b>Необходимость постройки учреждения:</b> 4.3,3,0,5,0,6.575055460296913,4.3
2023,57040,6,4,7,0,55.36022116644654,36.991503362581966,-1,-1,-2,0,23123.146866514908,7,4.0,1033125551,23123.146866514908,Насление: 6<br/><b>Прирост:</b> 6<br/><b>Логистика:</b> 7<br/><b>Необходимость постройки учреждения:</b> 4.0,5,3,5,0,6.501534953492881,4.0
2024,57041,6,2,9,0,55.360253709728966,36.99938816615579,0,-1,0,0,22810.337388712982,3,4.0,1033125551,22810.33738871333,Насление: 6<br/><b>Прирост:</b> 6<br/><b>Логистика:</b> 3<br/><b>Необходимость постройки учреждения:</b> 4.0,6,1,9,0,6.426586795967705,4.0
2025,57042,8,1,1,0,55.36028574448122,37.007272987559524,2,-1,-1,0,22504.292470314867,3,4.0,1033125551,22504.292470314867,Насление: 8<br/><b>Прирост:</b> 8<br/><b>Логистика:</b> 3<br/><b>Необходимость постройки учреждения:</b> 4.0,10,0,0,0,6.352295766274933,4.0
2026,57043,10,2,6,0,55.360317269589004,37.01515782270665,3,-1,-1,-1,22205.29207706189,3,4.0,1033125551,22205.292077061193,Насление: 10<br/><b>Прирост:</b> 10<br/><b>Логистика:</b> 3<br/><b>Необходимость постройки учреждения:</b> 4.0,13,1,5,-1,6.283125808348351,4.0
2027,57044,4,2,5,0,55.36034828725087,37.0230426732444,-1,-1,-1,-1,21913.624304501813,4,4.0,1033125551,21913.624304500394,Насление: 4<br/><b>Прирост:</b> 4<br/><b>Логистика:</b> 4<br/><b>Необходимость постройки учреждения:</b> 4.0,3,1,4,-1,6.211895639247122,4.0
2028,57045,9,1,7,0,55.360378796368295,37.03092753893593,0,-1,0,0,21629.58590443649,6,4.0,1033125551,21629.585904434018,Насление: 9<br/><b>Прирост:</b> 9<br/><b>Логистика:</b> 6<br/><b>Необходимость постройки учреждения:</b> 4.0,9,0,7,0,6.146638649833911,4.0
2029,57046,29,2,18,0,55.36040879693915,37.038812419530785,-5,-1,-4,0,21353.481345462864,6,4.0,1033125551,21353.481345460747,Насление: 29<br/><b>Прирост:</b> 29<br/><b>Логистика:</b> 6<br/><b>Необходимость постройки учреждения:</b> 4.0,24,1,14,0,6.087546059984338,4.0
2030,57047,11,2,6,0,55.36043828896138,37.0466973147785,-5,-1,-1,-1,21085.62231225755,0,5.0,1033125551,21085.62231225755,Насление: 11<br/><b>Прирост:</b> 11<br/><b>Логистика:</b> 0<br/><b>Необходимость постройки учреждения:</b> 5.0,6,1,5,-1,6.015557337390806,5.0
2031,57048,10,1,7,0,55.36046727243646,37.05458222539096,2,-1,0,0,20826.326941576666,2,4.3,1033125551,20826.326941576666,Насление: 10<br/><b>Прирост:</b> 10<br/><b>Логистика:</b> 2<br/><b>Необходимость постройки учреждения:</b> 4.3,12,0,7,0,5.9552309065028,4.3
2032,57049,25,2,12,0,55.360495747355344,37.06246714919296,9,-1,0,0,20575.91906966668,11,4.0,1033125551,20575.919069666674,Насление: 25<br/><b>Прирост:</b> 25<br/><b>Логистика:</b> 11<br/><b>Необходимость постройки учреждения:</b> 4.0,34,1,12,0,5.903672528157533,4.0
2033,57050,16,2,10,0,55.360523713719594,37.07035208689635,6,-1,0,0,20334.727009948947,8,4.0,1033125551,20334.727009948947,Насление: 16<br/><b>Прирост:</b> 16<br/><b>Логистика:</b> 8<br/><b>Необходимость постройки учреждения:</b> 4.0,22,1,10,0,5.842657562602734,4.0
2034,57051,17,8,20,1,55.36055117152733,37.078237038250705,1,-1,-1,-1,20103.082486691168,9,4.0,1033125551,20103.082486692587,Насление: 18<br/><b>Прирост:</b> 18<br/><b>Логистика:</b> 9<br/><b>Необходимость постройки учреждения:</b> 4.0,18,7,19,0,5.791280630040292,4.0
2035,57052,4,2,4,0,55.360578119131965,37.08612200302267,-1,0,-2,0,19881.319407175368,0,5.0,1033125551,19881.319407176084,Насление: 4<br/><b>Прирост:</b> 4<br/><b>Логистика:</b> 0<br/><b>Необходимость постройки учреждения:</b> 5.0,3,2,2,0,5.727752963432069,5.0
2036,57053,10,2,11,0,55.36060455982104,37.094006980927134,-7,0,-2,0,19669.7716737646,1,4.5,1033125551,19669.771673763546,Насление: 10<br/><b>Прирост:</b> 10<br/><b>Логистика:</b> 1<br/><b>Необходимость постройки учреждения:</b> 4.5,3,2,9,0,5.680083343033188,4.5
2037,57054,19,6,17,1,55.360630491947965,37.10189197173107,-5,0,0,-1,19468.772471364242,1,4.5,1033125551,19468.77247136317,Насление: 20<br/><b>Прирост:</b> 20<br/><b>Логистика:</b> 1<br/><b>Необходимость постройки учреждения:</b> 4.5,14,6,17,0,5.637416898018819,4.5
2038,57055,5,0,3,0,55.36065591551104,37.109776975184005,0,0,0,0,19278.651753132977,2,4.3,1033125551,19278.651753132264,Насление: 5<br/><b>Прирост:</b> 5<br/><b>Логистика:</b> 2<br/><b>Необходимость постройки учреждения:</b> 4.3,5,0,3,0,5.584857138199333,4.3
2039,57056,5,3,9,0,55.360680830508464,37.11766199103544,-3,-1,0,0,19099.734391704682,3,4.0,1033125551,19099.73439170397,Насление: 5<br/><b>Прирост:</b> 5<br/><b>Логистика:</b> 3<br/><b>Необходимость постройки учреждения:</b> 4.0,2,2,9,0,5.544230572142976,4.0
2040,57057,10,17,28,0,55.36070523693854,37.12554701903487,-7,-1,2,0,18932.338029939867,15,4.0,1033125551,18932.33802993917,Насление: 10<br/><b>Прирост:</b> 10<br/><b>Логистика:</b> 15<br/><b>Необходимость постройки учреждения:</b> 4.0,3,16,30,0,5.516088096903044,4.0
2041,57058,16,3,8,0,55.36072913479961,37.133432058931795,6,0,-1,0,18776.770814966443,0,5.0,1033125551,18776.770814965388,Насление: 16<br/><b>Прирост:</b> 16<br/><b>Логистика:</b> 0<br/><b>Необходимость постройки учреждения:</b> 5.0,22,3,7,0,5.4701965742579,5.0
2042,57059,9,8,15,0,55.36075252299636,37.141317111448046,-6,-2,-1,0,18633.32914230652,13,4.0,1033125551,18633.32914230652,Насление: 9<br/><b>Прирост:</b> 9<br/><b>Логистика:</b> 13<br/><b>Необходимость постройки учреждения:</b> 4.0,3,6,14,0,5.438715568946512,4.0
2043,57060,21,7,18,0,55.360775403714406,37.14920217438825,-12,-1,-4,-1,18502.29484038131,12,4.0,1033125551,18502.294840381317,Насление: 21<br/><b>Прирост:</b> 21<br/><b>Логистика:</b> 12<br/><b>Необходимость постройки учреждения:</b> 4.0,9,6,14,-1,5.409589517211723,4.0
2044,57061,38,12,33,0,55.36079777585862,37.15708724847446,8,0,0,0,18302.55135224696,13,4.0,272644507,18302.55135224696,Насление: 38<br/><b>Прирост:</b> 38<br/><b>Логистика:</b> 13<br/><b>Необходимость постройки учреждения:</b> 4.0,46,12,33,0,5.3742336171694784,4.0
2045,57062,21,2,8,0,55.36081963942743,37.16497233345614,6,0,-2,-1,18020.937402567208,1,4.5,272644507,18020.93740256615,Насление: 21<br/><b>Прирост:</b> 21<br/><b>Логистика:</b> 1<br/><b>Необходимость постройки учреждения:</b> 4.5,27,2,6,-1,5.291487930870449,4.5
2046,57063,14,3,7,0,55.36084099387111,37.17285742908732,4,0,-1,0,17748.94689915045,6,4.0,272644507,17748.94689915045,Насление: 14<br/><b>Прирост:</b> 14<br/><b>Логистика:</b> 6<br/><b>Необходимость постройки учреждения:</b> 4.0,18,3,6,0,5.226361174917425,4.0
2047,57064,12,5,13,0,55.360861840284656,37.180742535108315,-11,-2,-1,0,17487.028800476768,19,4.0,272644507,17487.02880047748,Насление: 12<br/><b>Прирост:</b> 12<br/><b>Логистика:</b> 19<br/><b>Необходимость постройки учреждения:</b> 4.0,1,3,12,0,5.1665998147596675,4.0
2048,57065,55,4,22,0,55.36088217812331,37.18862765319807,18,-1,-4,0,17235.642308387018,13,4.0,272644507,17235.642308387018,Насление: 55<br/><b>Прирост:</b> 55<br/><b>Логистика:</b> 13<br/><b>Необходимость постройки учреждения:</b> 4.0,73,3,18,0,5.120751249425065,4.0
2049,57066,14,1,5,0,55.36090200737573,37.19651277925645,2,-1,-1,0,16995.254904056284,9,4.0,272644507,16995.254904056284,Насление: 14<br/><b>Прирост:</b> 14<br/><b>Логистика:</b> 9<br/><b>Необходимость постройки учреждения:</b> 4.0,16,0,4,0,5.04661650893819,4.0
2050,57067,46,4,20,1,55.3609213280456,37.20439791495773,10,-1,0,-1,16766.339639272286,13,4.0,272644507,16766.339639270158,Насление: 47<br/><b>Прирост:</b> 47<br/><b>Логистика:</b> 13<br/><b>Необходимость постройки учреждения:</b> 4.0,56,3,20,0,5.006228138376861,4.0
2051,57068,21,4,9,0,55.36094014013153,37.2122830600514,7,-1,-3,0,16549.3725898142,10,4.0,272644507,16549.3725898142,Насление: 21<br/><b>Прирост:</b> 21<br/><b>Логистика:</b> 10<br/><b>Необходимость постройки учреждения:</b> 4.0,28,3,6,0,4.94455356572861,4.0
2052,57069,139,17,50,11,55.36095844363231,37.220168214286936,47,-5,-6,0,16344.829588879575,32,4.0,272644507,16344.829588880288,Насление: 150<br/><b>Прирост:</b> 150<br/><b>Логистика:</b> 32<br/><b>Необходимость постройки учреждения:</b> 4.0,186,12,44,11,4.948584195717805,4.0
2053,57070,19,12,45,0,55.36097623854665,37.22805337741383,-20,-2,1,0,16153.182621114642,17,4.0,272644507,16153.182621114642,Насление: 19<br/><b>Прирост:</b> 19<br/><b>Логистика:</b> 17<br/><b>Необходимость постройки учреждения:</b> 4.0,-1,10,46,0,4.8591751415111535,4.0
2054,57071,62,12,45,7,55.36099352487329,37.23593854918153,3,-3,0,0,15974.895836319167,15,4.0,272644507,15974.895836318465,Насление: 69<br/><b>Прирост:</b> 69<br/><b>Логистика:</b> 15<br/><b>Необходимость постройки учреждения:</b> 4.0,65,9,45,7,4.830702166709155,4.0
2055,57072,13,0,4,0,55.36101030261108,37.24382372933949,2,0,-2,-1,15810.421221706509,0,5.0,272644507,15810.421221706509,Насление: 13<br/><b>Прирост:</b> 13<br/><b>Логистика:</b> 0<br/><b>Необходимость постройки учреждения:</b> 5.0,15,0,2,-1,4.762013730548756,5.0
2056,57073,15,2,5,1,55.3610265706624,37.251708917644095,5,0,0,-1,15660.194107036128,0,5.0,272644507,15660.194107035777,Насление: 16<br/><b>Прирост:</b> 16<br/><b>Логистика:</b> 0<br/><b>Необходимость постройки учреждения:</b> 5.0,20,2,5,0,4.728325602332779,5.0
2057,57074,36,2,19,0,55.361042331220894,37.25959411479326,13,-1,0,0,15524.627862802783,0,5.0,272644507,15524.6278628042,Насление: 36<br/><b>Прирост:</b> 36<br/><b>Логистика:</b> 0<br/><b>Необходимость постройки учреждения:</b> 5.0,49,1,19,0,4.705134386220543,5.0
2058,57075,18,3,12,0,55.36105758318525,37.26747931861872,7,-1,-3,0,15404.109732139328,0,5.0,272644507,15404.109732139685,Насление: 18<br/><b>Прирост:</b> 18<br/><b>Логистика:</b> 0<br/><b>Необходимость постройки учреждения:</b> 5.0,25,2,9,0,4.669713204437711,5.0
2059,57076,3,3,7,0,55.36107232655633,37.275364529832295,-2,-1,-1,0,15298.995336501352,8,4.0,272644507,15298.995336498878,Насление: 3<br/><b>Прирост:</b> 3<br/><b>Логистика:</b> 8<br/><b>Необходимость постройки учреждения:</b> 4.0,1,2,6,0,4.64104350891477,4.0
2060,57077,11,0,4,0,55.36108656133311,37.28324974818353,4,0,-1,0,15209.604056791975,0,5.0,272644507,15209.604056791271,Насление: 11<br/><b>Прирост:</b> 11<br/><b>Логистика:</b> 0<br/><b>Необходимость постройки учреждения:</b> 5.0,15,0,3,0,4.619201215575352,5.0
2061,57078,9,0,4,0,55.36110028751464,37.29113497342186,-1,0,-1,0,15136.21447682181,0,5.0,272644507,15136.21447682181,Насление: 9<br/><b>Прирост:</b> 9<br/><b>Логистика:</b> 0<br/><b>Необходимость постройки учреждения:</b> 5.0,8,0,3,0,4.600687086060853,5.0
2062,57079,5,1,7,0,55.361113505099965,37.29902020529671,-1,-1,0,0,15079.060247251653,0,5.0,272644507,15079.060247249528,Насление: 5<br/><b>Прирост:</b> 5<br/><b>Логистика:</b> 0<br/><b>Необходимость постройки учреждения:</b> 5.0,4,0,7,0,4.58710168979901,5.0
2063,57080,10,5,9,0,55.361126214088145,37.3069054435576,0,-1,-3,0,15038.326488331753,6,4.0,272644507,15038.326488331048,Насление: 10<br/><b>Прирост:</b> 10<br/><b>Логистика:</b> 6<br/><b>Необходимость постройки учреждения:</b> 4.0,10,4,6,0,4.5812225463218095,4.0
2064,57081,37,4,23,0,55.36113841447833,37.31479068795394,5,-1,-6,0,15014.146856019326,2,4.3,272644507,15014.146856019326,Насление: 37<br/><b>Прирост:</b> 37<br/><b>Логистика:</b> 2<br/><b>Необходимость постройки учреждения:</b> 4.3,42,3,17,0,4.584269910910015,4.3
