,cell_zid,area_peresechenia_s_admzone_kv.km,adm_zid,adm_name,okrug_name,sub_ter
2140,56452,2.5006700299999998,242,Кленовское,Троицкий административный округ,Новая Москва
2141,56453,1.73122138,248,Щаповское,Троицкий административный округ,Новая Москва
2142,56453,0.76944949,242,Кленовское,Троицкий административный округ,Новая Москва
2143,56454,2.48230896,248,Щаповское,Троицкий административный округ,Новая Москва
2144,56454,0.01836272,242,Кленовское,Троицкий административный округ,Новая Москва
2145,56455,2.3366721,248,Щаповское,Троицкий административный округ,Новая Москва
2146,56455,0.16400037,242,Кленовское,Троицкий административный округ,Новая Москва
2147,56456,1.8522753,248,Щаповское,Троицкий административный округ,Новая Москва
2148,56456,0.64839822,242,Кленовское,Троицкий административный округ,Новая Москва
2149,56457,2.32852412,248,Щаповское,Троицкий административный округ,Новая Москва
2150,56457,0.17215043000000002,242,Кленовское,Троицкий административный округ,Новая Москва
2151,56458,2.50067463,248,Щаповское,Троицкий административный округ,Новая Москва
2152,56459,2.50067498,248,Щаповское,Троицкий административный округ,Новая Москва
2153,56460,2.25039619,248,Щаповское,Троицкий административный округ,Новая Москва
2154,56460,0.25028034,242,Кленовское,Троицкий административный округ,Новая Москва
2155,56461,2.3901321700000002,248,Щаповское,Троицкий административный округ,Новая Москва
2156,56461,0.11054495,242,Кленовское,Троицкий административный округ,Новая Москва
2157,56462,1.29758873,242,Кленовское,Троицкий административный округ,Новая Москва
2158,56462,1.2030889599999999,248,Щаповское,Троицкий административный округ,Новая Москва
2159,56463,2.46158972,242,Кленовское,Троицкий административный округ,Новая Москва
2160,56463,0.039088200000000003,248,Щаповское,Троицкий административный округ,Новая Москва
2161,56464,2.12983915,248,Щаповское,Троицкий административный округ,Новая Москва
2162,56464,0.37083897,242,Кленовское,Троицкий административный округ,Новая Москва
2163,56465,2.50067859,248,Щаповское,Троицкий административный округ,Новая Москва
2164,56466,2.50067904,248,Щаповское,Троицкий административный округ,Новая Москва
2165,56467,2.5006794500000002,248,Щаповское,Троицкий административный округ,Новая Москва
2166,56468,2.50067984,248,Щаповское,Троицкий административный округ,Новая Москва
2167,56469,2.50068019,248,Щаповское,Троицкий административный округ,Новая Москва
2168,56470,2.50068051,248,Щаповское,Троицкий административный округ,Новая Москва
2169,56471,2.4567400200000002,248,Щаповское,Троицкий административный округ,Новая Москва
2170,57028,2.45789383,197,Киевский,Троицкий административный округ,Новая Москва
2171,57029,2.50059611,197,Киевский,Троицкий административный округ,Новая Москва
2172,57030,2.5005984,197,Киевский,Троицкий административный округ,Новая Москва
2173,57031,2.50060035,197,Киевский,Троицкий административный округ,Новая Москва
2174,57032,2.5006025700000003,197,Киевский,Троицкий административный округ,Новая Москва
2175,57033,2.50060461,197,Киевский,Троицкий административный округ,Новая Москва
2176,57034,2.50060692,197,Киевский,Троицкий административный округ,Новая Москва
2177,57035,2.50060936,197,Киевский,Троицкий административный округ,Новая Москва
2178,57036,1.40973573,198,Новофедоровское,Троицкий административный округ,Новая Москва
2179,57036,1.09087588,197,Киевский,Троицкий административный округ,Новая Москва
2180,57037,1.79672275,198,Новофедоровское,Троицкий административный округ,Новая Москва
2181,57037,0.61142096,197,Киевский,Троицкий административный округ,Новая Москва
2182,57037,0.09246997,219,Вороновское,Троицкий административный округ,Новая Москва
2183,57038,2.34755884,219,Вороновское,Троицкий административный округ,Новая Москва
2184,57038,0.15305688,198,Новофедоровское,Троицкий административный округ,Новая Москва
2185,57039,2.5006172700000002,219,Вороновское,Троицкий административный округ,Новая Москва
2186,57040,2.5006192499999997,219,Вороновское,Троицкий административный округ,Новая Москва
2187,57041,2.5006215,219,Вороновское,Троицкий административный округ,Новая Москва
2188,57042,2.50062342,219,Вороновское,Троицкий административный округ,Новая Москва
2189,57043,2.5006256099999997,219,Вороновское,Троицкий административный округ,Новая Москва
2190,57044,2.50062685,219,Вороновское,Троицкий административный округ,Новая Москва
2191,57045,2.5006286799999997,219,Вороновское,Троицкий административный округ,Новая Москва
2192,57046,2.50063032,219,Вороновское,Троицкий административный округ,Новая Москва
2193,57047,2.50063224,219,Вороновское,Троицкий административный округ,Новая Москва
2194,57048,2.50063366,219,Вороновское,Троицкий административный округ,Новая Москва
2195,57049,2.50063537,219,Вороновское,Троицкий административный округ,Новая Москва
2196,57050,2.50063704,219,Вороновское,Троицкий административный округ,Новая Москва
2197,57051,2.50063914,219,Вороновское,Троицкий административный округ,Новая Москва
2198,57052,2.5006409,219,Вороновское,Троицкий административный округ,Новая Москва
2199,57053,1.97244618,219,Вороновское,Троицкий административный округ,Новая Москва
2200,57053,0.5281959900000001,187,Михайлово-Ярцевское,Троицкий административный округ,Новая Москва
2201,57054,1.82296778,219,Вороновское,Троицкий административный округ,Новая Москва
2202,57054,0.67767594,187,Михайлово-Ярцевское,Троицкий административный округ,Новая Москва
2203,57055,2.37290586,219,Вороновское,Троицкий административный округ,Новая Москва
2204,57055,0.12773938,187,Михайлово-Ярцевское,Троицкий административный округ,Новая Москва
2205,57056,2.50064673,219,Вороновское,Троицкий административный округ,Новая Москва
2206,57057,2.5006481799999998,219,Вороновское,Троицкий административный округ,Новая Москва
2207,57058,2.16918287,219,Вороновское,Троицкий административный округ,Новая Москва
2208,57058,0.33146718999999997,187,Михайлово-Ярцевское,Троицкий административный округ,Новая Москва
2209,57059,2.49883593,219,Вороновское,Троицкий административный округ,Новая Москва
2210,57059,0.00181568,187,Михайлово-Ярцевское,Троицкий административный округ,Новая Москва
2211,57060,2.32252455,219,Вороновское,Троицкий административный округ,Новая Москва
2212,57060,0.17812827,187,Михайлово-Ярцевское,Троицкий административный округ,Новая Москва
2213,57061,2.42558239,219,Вороновское,Троицкий административный округ,Новая Москва
2214,57061,0.07507131,187,Михайлово-Ярцевское,Троицкий административный округ,Новая Москва
2215,57062,2.50065516,219,Вороновское,Троицкий административный округ,Новая Москва
2216,57063,2.50065658,219,Вороновское,Троицкий административный округ,Новая Москва
2217,57064,2.50065798,219,Вороновское,Троицкий административный округ,Новая Москва
2218,57065,2.50065903,219,Вороновское,Троицкий административный округ,Новая Москва
2219,57066,2.50065991,219,Вороновское,Троицкий административный округ,Новая Москва
2220,57067,2.50066106,219,Вороновское,Троицкий административный округ,Новая Москва
2221,57068,2.50066218,219,Вороновское,Троицкий административный округ,Новая Москва
2222,57069,2.50066327,219,Вороновское,Троицкий административный округ,Новая Москва
2223,57070,1.2660947,219,Вороновское,Троицкий административный округ,Новая Москва
2224,57070,1.23456962,235,Краснопахорское,Троицкий административный округ,Новая Москва
2225,57071,2.4723998199999997,235,Краснопахорское,Троицкий административный округ,Новая Москва
2226,57071,0.02826553,219,Вороновское,Троицкий административный округ,Новая Москва
2227,57072,2.50066665,235,Краснопахорское,Троицкий административный округ,Новая Москва
2228,57073,2.50066823,235,Краснопахорское,Троицкий административный округ,Новая Москва
2229,57074,2.5006685500000003,235,Краснопахорское,Троицкий административный округ,Новая Москва
2230,57075,1.43511868,235,Краснопахорское,Троицкий административный округ,Новая Москва
2231,57075,1.06555047,242,Кленовское,Троицкий административный округ,Новая Москва
2232,57076,2.5006700299999998,242,Кленовское,Троицкий административный округ,Новая Москва
2233,57077,1.92270854,248,Щаповское,Троицкий административный округ,Новая Москва
2234,57077,0.57796233,242,Кленовское,Троицкий административный округ,Новая Москва
2235,57078,2.50067168,248,Щаповское,Троицкий административный округ,Новая Москва
2236,57079,2.50067246,248,Щаповское,Троицкий административный округ,Новая Москва
2237,57080,2.50067322,248,Щаповское,Троицкий административный округ,Новая Москва
2238,57081,2.50067439,248,Щаповское,Троицкий административный округ,Новая Москва
2239,57082,2.50067508,248,Щаповское,Троицкий административный округ,Новая Москва
2240,57083,2.50067467,248,Щаповское,Троицкий административный округ,Новая Москва
2241,57084,2.50067591,248,Щаповское,Троицкий административный округ,Новая Москва
2242,57085,2.50067651,248,Щаповское,Троицкий административный округ,Новая Москва
2243,57086,2.50067738,248,Щаповское,Троицкий административный округ,Новая Москва
2244,57087,2.02577066,248,Щаповское,Троицкий административный округ,Новая Москва
2245,57087,0.47490818,242,Кленовское,Троицкий административный округ,Новая Москва
2246,57088,2.02966062,248,Щаповское,Троицкий административный округ,Новая Москва
2247,57088,0.47101811,242,Кленовское,Троицкий административный округ,Новая Москва
2248,57089,2.50037201,248,Щаповское,Троицкий административный округ,Новая Москва
2249,57089,0.00030719,242,Кленовское,Троицкий административный округ,Новая Москва
2250,57090,2.50067965,248,Щаповское,Троицкий административный округ,Новая Москва
2251,57091,2.50068006,248,Щаповское,Троицкий административный округ,Новая Москва
2252,57092,2.50068045,248,Щаповское,Троицкий административный округ,Новая Москва
2253,57093,2.5006808,248,Щаповское,Троицкий административный округ,Новая Москва
2254,57094,2.50068112,248,Щаповское,Троицкий административный округ,Новая Москва
2255,57095,1.3977255,248,Щаповское,Троицкий административный округ,Новая Москва
2256,57649,1.3415865100000002,197,Киевский,Троицкий административный округ,Новая Москва
2257,57650,2.49913131,197,Киевский,Троицкий административный округ,Новая Москва
2258,57651,2.50059349,197,Киевский,Троицкий административный округ,Новая Москва
2259,57652,2.50059611,197,Киевский,Троицкий административный округ,Новая Москва
2260,57653,2.5005984,197,Киевский,Троицкий административный округ,Новая Москва
2261,57654,2.50060065,197,Киевский,Троицкий административный округ,Новая Москва
2262,57655,2.5006025700000003,197,Киевский,Троицкий административный округ,Новая Москва
2263,57656,2.50060492,197,Киевский,Троицкий административный округ,Новая Москва
2264,57657,2.50060708,197,Киевский,Троицкий административный округ,Новая Москва
2265,57658,2.50060905,197,Киевский,Троицкий административный округ,Новая Москва
2266,57659,1.5881653400000002,198,Новофедоровское,Троицкий административный округ,Новая Москва
2267,57659,0.91244581,197,Киевский,Троицкий административный округ,Новая Москва
2268,57660,2.50061323,198,Новофедоровское,Троицкий административный округ,Новая Москва
2269,57661,2.16256803,219,Вороновское,Троицкий административный округ,Новая Москва
2270,57661,0.33804769999999995,198,Новофедоровское,Троицкий административный округ,Новая Москва
2271,57662,2.5006177299999996,219,Вороновское,Троицкий административный округ,Новая Москва
2272,57663,2.5006192499999997,219,Вороновское,Троицкий административный округ,Новая Москва
2273,57664,2.5006212,219,Вороновское,Троицкий административный округ,Новая Москва
2274,57665,2.50062311,219,Вороновское,Троицкий административный округ,Новая Москва
2275,57666,2.5006256099999997,219,Вороновское,Троицкий административный округ,Новая Москва
2276,57667,2.50062747,219,Вороновское,Троицкий административный округ,Новая Москва
2277,57668,2.5006296,219,Вороновское,Троицкий административный округ,Новая Москва
2278,57669,2.50063124,219,Вороновское,Троицкий административный округ,Новая Москва
2279,57670,2.5006329999999997,219,Вороновское,Троицкий административный округ,Новая Москва
2280,57671,2.50063397,219,Вороновское,Троицкий административный округ,Новая Москва
2281,57672,2.50063537,219,Вороновское,Троицкий административный округ,Новая Москва
2282,57673,2.50063734,219,Вороновское,Троицкий административный округ,Новая Москва
2283,57674,2.50063929,219,Вороновское,Троицкий административный округ,Новая Москва
2284,57675,2.5006409,219,Вороновское,Троицкий административный округ,Новая Москва
2285,57676,1.72774552,219,Вороновское,Троицкий административный округ,Новая Москва
2286,57676,0.7728972599999999,187,Михайлово-Ярцевское,Троицкий административный округ,Новая Москва
2287,57677,2.42200463,187,Михайлово-Ярцевское,Троицкий административный округ,Новая Москва
2288,57677,0.07863939,219,Вороновское,Троицкий административный округ,Новая Москва
2289,57678,2.40687312,187,Михайлово-Ярцевское,Троицкий административный округ,Новая Москва
2290,57678,0.09377212,219,Вороновское,Троицкий административный округ,Новая Москва
2291,57679,1.78456302,219,Вороновское,Троицкий административный округ,Новая Москва
2292,57679,0.7160837,187,Михайлово-Ярцевское,Троицкий административный округ,Новая Москва
2293,57680,1.94197075,219,Вороновское,Троицкий административный округ,Новая Москва
2294,57680,0.55867728,187,Михайлово-Ярцевское,Троицкий административный округ,Новая Москва
2295,57681,2.1446344,187,Михайлово-Ярцевское,Троицкий административный округ,Новая Москва
2296,57681,0.35601489999999997,219,Вороновское,Троицкий административный округ,Новая Москва
2297,57682,1.47428592,187,Михайлово-Ярцевское,Троицкий административный округ,Новая Москва
2298,57682,1.02636478,219,Вороновское,Троицкий административный округ,Новая Москва
2299,57683,2.28281419,187,Михайлово-Ярцевское,Троицкий административный округ,Новая Москва
2300,57683,0.21783833,219,Вороновское,Троицкий административный округ,Новая Москва
2301,57684,1.34664859,219,Вороновское,Троицкий административный округ,Новая Москва
2302,57684,1.15400557,187,Михайлово-Ярцевское,Троицкий административный округ,Новая Москва
2303,57685,2.11116762,219,Вороновское,Троицкий административный округ,Новая Москва
2304,57685,0.38948769,187,Михайлово-Ярцевское,Троицкий административный округ,Новая Москва
2305,57686,1.3074204,187,Михайлово-Ярцевское,Троицкий административный округ,Новая Москва
2306,57686,1.19323618,219,Вороновское,Троицкий административный округ,Новая Москва
2307,57687,1.7902854000000001,219,Вороновское,Троицкий административный округ,Новая Москва
2308,57687,0.71037257,187,Михайлово-Ярцевское,Троицкий административный округ,Новая Москва
2309,57688,2.50065964,219,Вороновское,Троицкий административный округ,Новая Москва
2310,57689,2.50066022,219,Вороновское,Троицкий административный округ,Новая Москва
2311,57690,2.50066136,219,Вороновское,Троицкий административный округ,Новая Москва
2312,57691,2.50066218,219,Вороновское,Троицкий административный округ,Новая Москва
2313,57692,2.50066327,219,Вороновское,Троицкий административный округ,Новая Москва
2314,57693,1.27122743,219,Вороновское,Троицкий административный округ,Новая Москва
2315,57693,1.2294369,235,Краснопахорское,Троицкий административный округ,Новая Москва
2316,57694,2.5006653500000002,235,Краснопахорское,Троицкий административный округ,Новая Москва
2317,57695,2.50066635,235,Краснопахорское,Троицкий административный округ,Новая Москва
2318,57696,2.5006676199999998,235,Краснопахорское,Троицкий административный округ,Новая Москва
2319,57697,2.5006685500000003,235,Краснопахорское,Троицкий административный округ,Новая Москва
2320,57698,2.49577152,235,Краснопахорское,Троицкий административный округ,Новая Москва
2321,57698,0.00489824,242,Кленовское,Троицкий административный округ,Новая Москва
2322,57699,1.7303220499999998,235,Краснопахорское,Троицкий административный округ,Новая Москва
2323,57699,0.7703482799999999,242,Кленовское,Троицкий административный округ,Новая Москва
2324,57700,1.7575188099999999,248,Щаповское,Троицкий административный округ,Новая Москва
2325,57700,0.35480127,235,Краснопахорское,Троицкий административный округ,Новая Москва
2326,57700,0.38835079,242,Кленовское,Троицкий административный округ,Новая Москва
2327,57701,2.50067168,248,Щаповское,Троицкий административный округ,Новая Москва
2328,57702,2.48621953,248,Щаповское,Троицкий административный округ,Новая Москва
2329,57702,0.01445293,235,Краснопахорское,Троицкий административный округ,Новая Москва
2330,57703,2.50067322,248,Щаповское,Троицкий административный округ,Новая Москва
2331,57704,2.50067394,248,Щаповское,Троицкий административный округ,Новая Москва
2332,57705,2.50067554,248,Щаповское,Троицкий административный округ,Новая Москва
2333,57706,2.50067452,248,Щаповское,Троицкий административный округ,Новая Москва
2334,57707,2.50067561,248,Щаповское,Троицкий административный округ,Новая Москва
2335,57708,2.50067621,248,Щаповское,Троицкий административный округ,Новая Москва
2336,57709,2.50067677,248,Щаповское,Троицкий административный округ,Новая Москва
2337,57710,2.50067761,248,Щаповское,Троицкий административный округ,Новая Москва
2338,57711,2.4470189799999997,248,Щаповское,Троицкий административный округ,Новая Москва
2339,57711,0.05365914,242,Кленовское,Троицкий административный округ,Новая Москва
2340,57712,2.49750119,248,Щаповское,Троицкий административный округ,Новая Москва
2341,57712,0.0031771,242,Кленовское,Троицкий административный округ,Новая Москва
2342,57713,2.5006787299999997,248,Щаповское,Троицкий административный округ,Новая Москва
2343,57714,2.5006791500000003,248,Щаповское,Троицкий административный округ,Новая Москва
2344,57715,2.50067953,248,Щаповское,Троицкий административный округ,Новая Москва
2345,57716,2.5006798800000003,248,Щаповское,Троицкий административный округ,Новая Москва
2346,57717,2.5006801999999997,248,Щаповское,Троицкий административный округ,Новая Москва
2347,57718,1.91391922,248,Щаповское,Троицкий административный округ,Новая Москва
2348,58271,1.6643863200000002,197,Киевский,Троицкий административный округ,Новая Москва
2349,58272,2.50058923,197,Киевский,Троицкий административный округ,Новая Москва
2350,58273,2.50059145,197,Киевский,Троицкий административный округ,Новая Москва
2351,58274,2.50059349,197,Киевский,Троицкий административный округ,Новая Москва
2352,58275,2.50059611,197,Киевский,Троицкий административный округ,Новая Москва
2353,58276,2.50059794,197,Киевский,Троицкий административный округ,Новая Москва
2354,58277,2.50060065,197,Киевский,Троицкий административный округ,Новая Москва
2355,58278,2.50060288,197,Киевский,Троицкий административный округ,Новая Москва
2356,58279,2.50060507,197,Киевский,Троицкий административный округ,Новая Москва
2357,58280,2.50060708,197,Киевский,Троицкий административный округ,Новая Москва
2358,58281,2.1796040100000003,197,Киевский,Троицкий административный округ,Новая Москва
2359,58281,0.32100504,198,Новофедоровское,Троицкий административный округ,Новая Москва
2360,58282,2.35580729,198,Новофедоровское,Троицкий административный округ,Новая Москва
2361,58282,0.14480387,197,Киевский,Троицкий административный округ,Новая Москва
2362,58283,2.50061323,198,Новофедоровское,Троицкий административный округ,Новая Москва
2363,58284,1.38328897,219,Вороновское,Троицкий административный округ,Новая Москва
2364,58284,1.1173263,198,Новофедоровское,Троицкий административный округ,Новая Москва
2365,58285,2.50061788,219,Вороновское,Троицкий административный округ,Новая Москва
2366,58286,2.50061956,219,Вороновское,Троицкий административный округ,Новая Москва
2367,58287,2.5006212,219,Вороновское,Троицкий административный округ,Новая Москва
2368,58288,2.50062296,219,Вороновское,Троицкий административный округ,Новая Москва
2369,58289,2.5006247,219,Вороновское,Троицкий административный округ,Новая Москва
2370,58290,2.50062655,219,Вороновское,Троицкий административный округ,Новая Москва
2371,58291,2.5006286799999997,219,Вороновское,Троицкий административный округ,Новая Москва
2372,58292,2.50063017,219,Вороновское,Троицкий административный округ,Новая Москва
2373,58293,2.5006329999999997,219,Вороновское,Троицкий административный округ,Новая Москва
2374,58294,2.5006342800000003,219,Вороновское,Троицкий административный округ,Новая Москва
2375,58295,2.50063506,219,Вороновское,Троицкий административный округ,Новая Москва
2376,58296,2.50030876,219,Вороновское,Троицкий административный округ,Новая Москва
2377,58296,0.00032858,187,Михайлово-Ярцевское,Троицкий административный округ,Новая Москва
2378,58297,1.7162759099999998,219,Вороновское,Троицкий административный округ,Новая Москва
2379,58297,0.78436337,187,Михайлово-Ярцевское,Троицкий административный округ,Новая Москва
2380,58298,1.7861754699999999,187,Михайлово-Ярцевское,Троицкий административный округ,Новая Москва
2381,58298,0.7144654300000001,219,Вороновское,Троицкий административный округ,Новая Москва
2382,58299,2.3684782699999998,187,Михайлово-Ярцевское,Троицкий административный округ,Новая Москва
2383,58299,0.13216391,219,Вороновское,Троицкий административный округ,Новая Москва
2384,58300,2.50064403,187,Михайлово-Ярцевское,Троицкий административный округ,Новая Москва
2385,58301,2.50064554,187,Михайлово-Ярцевское,Троицкий административный округ,Новая Москва
2386,58302,2.40952464,187,Михайлово-Ярцевское,Троицкий административный округ,Новая Москва
2387,58302,0.09112209,219,Вороновское,Троицкий административный округ,Новая Москва
2388,58303,2.50064833,187,Михайлово-Ярцевское,Троицкий административный округ,Новая Москва
2389,58304,2.50064991,187,Михайлово-Ярцевское,Троицкий административный округ,Новая Москва
2390,58305,2.50065116,187,Михайлово-Ярцевское,Троицкий административный округ,Новая Москва
2391,58306,2.50065237,187,Михайлово-Ярцевское,Троицкий административный округ,Новая Москва
2392,58307,2.50065385,187,Михайлово-Ярцевское,Троицкий административный округ,Новая Москва
2393,58308,2.50065516,187,Михайлово-Ярцевское,Троицкий административный округ,Новая Москва
2394,58309,2.50065628,187,Михайлово-Ярцевское,Троицкий административный округ,Новая Москва
2395,58310,2.2644417199999998,187,Михайлово-Ярцевское,Троицкий административный округ,Новая Москва
2396,58310,0.23621579,219,Вороновское,Троицкий административный округ,Новая Москва
2397,58311,2.2848313200000003,219,Вороновское,Троицкий административный округ,Новая Москва
2398,58311,0.2158274,187,Михайлово-Ярцевское,Троицкий административный округ,Новая Москва
2399,58312,2.50066022,219,Вороновское,Троицкий административный округ,Новая Москва
2400,58313,2.50066167,219,Вороновское,Троицкий административный округ,Новая Москва
2401,58314,2.50066248,219,Вороновское,Троицкий административный округ,Новая Москва
2402,58315,2.50066327,219,Вороновское,Троицкий административный округ,Новая Москва
2403,58316,2.28876799,219,Вороновское,Троицкий административный округ,Новая Москва
2404,58316,0.21189634,235,Краснопахорское,Троицкий административный округ,Новая Москва
2405,58317,2.10070565,235,Краснопахорское,Троицкий административный округ,Новая Москва
2406,58317,0.39995970000000003,219,Вороновское,Троицкий административный округ,Новая Москва
2407,58318,2.50066635,235,Краснопахорское,Троицкий административный округ,Новая Москва
2408,58319,2.5006676199999998,235,Краснопахорское,Троицкий административный округ,Новая Москва
2409,58320,2.50066825,235,Краснопахорское,Троицкий административный округ,Новая Москва
2410,58321,2.5006691500000002,235,Краснопахорское,Троицкий административный округ,Новая Москва
2411,58322,2.50067033,235,Краснопахорское,Троицкий административный округ,Новая Москва
2412,58323,2.31808743,235,Краснопахорское,Троицкий административный округ,Новая Москва
2413,58323,0.18258405,248,Щаповское,Троицкий административный округ,Новая Москва
2414,58324,1.45397661,248,Щаповское,Троицкий административный округ,Новая Москва
2415,58324,1.04669569,235,Краснопахорское,Троицкий административный округ,Новая Москва
2416,58325,2.07308967,235,Краснопахорское,Троицкий административный округ,Новая Москва
2417,58325,0.42758339999999995,248,Щаповское,Троицкий административный округ,Новая Москва
2418,58326,2.1489005199999998,248,Щаповское,Троицкий административный округ,Новая Москва
2419,58326,0.35177331,235,Краснопахорское,Троицкий административный округ,Новая Москва
2420,58327,2.50067455,248,Щаповское,Троицкий административный округ,Новая Москва
2421,58328,2.50067569,248,Щаповское,Троицкий административный округ,Новая Москва
2422,58329,2.5006759,248,Щаповское,Троицкий административный округ,Новая Москва
2423,58330,2.5006768299999997,248,Щаповское,Троицкий административный округ,Новая Москва
2424,58331,2.50067743,248,Щаповское,Троицкий административный округ,Новая Москва
2425,58332,2.50067799,248,Щаповское,Троицкий административный округ,Новая Москва
2426,58333,2.50067807,248,Щаповское,Троицкий административный округ,Новая Москва
2427,58334,2.5006787299999997,248,Щаповское,Троицкий административный округ,Новая Москва
2428,58335,2.5006785999999996,248,Щаповское,Троицкий административный округ,Новая Москва
2429,58336,2.50067904,248,Щаповское,Троицкий административный округ,Новая Москва
2430,58337,2.5006794500000002,248,Щаповское,Троицкий административный округ,Новая Москва
2431,58338,2.50067984,248,Щаповское,Троицкий административный округ,Новая Москва
2432,58339,2.50068019,248,Щаповское,Троицкий административный округ,Новая Москва
2433,58340,2.50068051,248,Щаповское,Троицкий административный округ,Новая Москва
2434,58341,2.5006808,248,Щаповское,Троицкий административный округ,Новая Москва
2435,58345,2.05895607,248,Щаповское,Троицкий административный округ,Новая Москва
2436,58894,1.92940701,197,Киевский,Троицкий административный округ,Новая Москва
2437,58895,2.50058636,197,Киевский,Троицкий административный округ,Новая Москва
2438,58896,2.5005889199999998,197,Киевский,Троицкий административный округ,Новая Москва
2439,58897,2.50059145,197,Киевский,Троицкий административный округ,Новая Москва
2440,58898,2.50059395,197,Киевский,Троицкий административный округ,Новая Москва
2441,58899,2.50059581,197,Киевский,Троицкий административный округ,Новая Москва
2442,58900,2.50059825,197,Киевский,Троицкий административный округ,Новая Москва
2443,58901,2.50060081,197,Киевский,Троицкий административный округ,Новая Москва
2444,58902,2.5006025700000003,197,Киевский,Троицкий административный округ,Новая Москва
2445,58903,2.49607276,197,Киевский,Троицкий административный округ,Новая Москва
2446,58903,0.0045323,198,Новофедоровское,Троицкий административный округ,Новая Москва
2447,58904,2.50060723,197,Киевский,Троицкий административный округ,Новая Москва
2448,58905,1.78715919,198,Новофедоровское,Троицкий административный округ,Новая Москва
2449,58905,0.71345048,197,Киевский,Троицкий административный округ,Новая Москва
2450,58906,2.50061146,198,Новофедоровское,Троицкий административный округ,Новая Москва
2451,58907,2.50061323,198,Новофедоровское,Троицкий административный округ,Новая Москва
2452,58908,2.21160164,198,Новофедоровское,Троицкий административный округ,Новая Москва
2453,58908,0.28901362,219,Вороновское,Троицкий административный округ,Новая Москва
2454,58909,1.87645576,198,Новофедоровское,Троицкий административный округ,Новая Москва
2455,58909,0.62416182,219,Вороновское,Троицкий административный округ,Новая Москва
2456,58910,1.38170807,219,Вороновское,Троицкий административный округ,Новая Москва
2457,58910,1.1189114900000001,198,Новофедоровское,Троицкий административный округ,Новая Москва
2458,58911,2.50062181,219,Вороновское,Троицкий административный округ,Новая Москва
2459,58912,2.50062388,219,Вороновское,Троицкий административный округ,Новая Москва
2460,58913,2.50062592,219,Вороновское,Троицкий административный округ,Новая Москва
2461,58914,2.50062731,219,Вороновское,Троицкий административный округ,Новая Москва
2462,58915,2.5006286799999997,219,Вороновское,Троицкий административный округ,Новая Москва
2463,58916,2.50063047,219,Вороновское,Троицкий административный округ,Новая Москва
2464,58917,2.5006326999999997,219,Вороновское,Троицкий административный округ,Новая Москва
2465,58918,2.50063427,219,Вороновское,Троицкий административный округ,Новая Москва
2466,58919,2.50063613,219,Вороновское,Троицкий административный округ,Новая Москва
2467,58920,1.4915200899999999,187,Михайлово-Ярцевское,Троицкий административный округ,Новая Москва
