zid,customers_cnt_home,customers_cnt_job,customers_cnt_day,customers_cnt_move
62084,29,5,15,2
62085,38,4,18,1
62086,56,6,29,6
62087,96,19,51,7
62088,83,24,47,15
62089,78,21,48,8
62636,90,21,77,1
62637,165,33,131,11
62638,96,44,95,2
62639,82,31,73,0
62640,70,18,55,3
62641,34,13,34,0
62642,23,22,37,2
62643,12,7,13,0
62644,13,7,14,0
62645,14,12,20,0
62646,36,14,28,0
62647,19,3,14,0
62648,19,5,13,1
62649,9,3,8,0
62650,15,0,8,0
62651,42,17,34,2
62652,44,18,49,0
62653,32,10,27,0
62654,36,13,38,1
62655,28,5,24,0
62656,31,8,27,0
62657,23,9,20,0
62658,12,0,8,0
62659,7,2,6,0
62660,6,0,2,0
62661,8,3,8,0
62662,74,9,57,2
62663,52,11,42,4
62664,39,9,30,1
62665,35,9,34,0
62666,20,2,13,0
62667,12,5,12,1
62668,16,9,18,1
62669,18,4,10,0
62670,20,4,17,0
62671,24,6,20,0
62672,47,12,36,1
62673,47,14,32,0
62674,39,8,25,4
62675,55,9,40,4
62676,69,16,55,2
62677,65,16,53,2
62678,43,16,39,2
62679,37,16,39,1
62680,64,8,43,2
62681,43,8,34,1
62682,49,21,46,0
62683,107,32,76,5
62684,113,34,103,2
62685,45,14,43,1
62686,44,15,40,3
62687,44,6,31,3
62688,39,6,27,2
62689,10,9,12,1
62690,21,7,18,1
62691,38,7,31,2
62692,13,0,4,1
62693,14,2,12,0
62694,43,7,32,2
62695,16,2,10,1
62696,7,2,5,0
62697,21,7,26,0
62698,21,15,30,0
62699,17,6,15,0
62700,30,6,29,0
62701,36,7,28,1
62702,53,11,41,1
62703,70,15,58,0
62704,60,28,62,1
62705,47,14,48,3
62706,39,11,29,2
62707,24,4,14,0
62708,39,7,28,1
62709,39,16,35,3
62710,115,19,72,8
62711,60,12,40,6
62712,73,29,62,2
63258,112,26,93,3
63259,123,16,106,0
63260,94,31,95,1
63261,82,38,85,1
63262,128,50,120,4
63263,83,47,86,0
63264,53,24,62,3
63265,25,12,23,0
63266,13,5,12,0
63267,39,0,23,0
63268,25,8,18,2
63269,13,8,13,0
63270,7,7,13,0
63271,5,0,3,1
63272,6,2,4,0
63273,22,3,15,0
63274,58,26,52,3
63275,55,11,47,0
63276,28,7,25,1
63277,26,3,17,1
63278,34,5,27,1
63279,34,7,32,1
63280,33,8,30,0
63281,10,2,8,0
63282,4,2,4,0
63283,9,0,9,0
63284,9,0,8,0
63285,24,3,15,0
63286,76,18,63,2
63287,33,7,31,0
63288,37,5,28,2
63289,69,6,30,6
63290,64,14,45,0
63291,46,12,48,0
63292,14,6,16,0
63293,18,7,19,0
63294,40,10,25,0
63295,41,9,32,1
63296,87,12,62,1
63297,60,9,48,2
63298,70,25,58,1
63299,76,19,67,4
63300,132,42,116,2
63301,153,57,140,4
63302,72,31,67,4
63303,63,19,52,6
63304,44,13,41,1
63305,33,8,27,2
63306,138,31,108,7
63307,64,21,59,3
63308,56,10,48,0
63309,34,20,39,0
63310,59,18,47,3
63311,51,20,46,2
63312,42,7,28,0
63313,23,12,28,2
63314,33,9,28,1
63315,21,5,17,0
63316,15,6,16,0
63317,25,8,28,0
63318,7,3,7,0
63319,22,4,18,3
63320,21,5,20,1
63321,27,15,24,0
63322,23,8,17,1
63323,18,4,12,3
63324,31,4,25,0
63325,41,11,33,0
63326,99,37,90,2
63327,87,18,62,4
63328,80,19,60,4
63329,61,13,45,1
63330,26,10,18,0
63331,22,5,19,0
63332,28,12,23,1
63333,63,7,32,3
63334,59,16,37,5
63335,92,37,67,8
63878,74,9,62,0
63879,140,32,106,0
63880,183,44,131,1
63881,113,24,92,2
63882,126,37,117,3
63883,125,60,126,6
63884,68,30,72,0
63885,19,10,19,1
63886,14,8,15,1
63887,13,7,14,0
63888,15,2,12,0
63889,7,4,6,0
63890,6,6,9,0
63891,15,9,20,0
63892,24,3,20,0
63893,20,6,19,0
63894,21,7,24,0
63895,33,10,29,1
63896,24,3,11,4
63897,33,12,33,0
63898,28,6,20,0
63899,28,0,25,0
63900,21,4,19,0
63901,7,3,7,0
63902,10,2,9,0
63903,12,0,9,0
63904,15,2,13,0
63905,6,0,6,0
63906,12,3,13,0
63907,42,5,32,1
63908,30,6,24,0
63909,46,6,30,1
63910,52,9,39,1
63911,45,21,37,0
63912,32,11,21,1
63913,32,6,23,1
63914,26,10,22,0
63915,22,5,15,0
63916,62,17,55,2
63917,94,41,100,3
63918,106,28,105,2
63919,74,28,67,3
63920,110,21,77,3
63921,338,132,305,18
63922,324,136,302,6
63923,208,57,164,2
63924,117,30,93,4
63925,107,28,103,3
63926,98,38,101,0
63927,137,43,100,9
63928,61,21,59,2
63929,75,43,89,0
63930,75,27,77,0
63931,69,25,75,0
63932,82,15,65,1
63933,86,34,85,2
63934,50,11,45,0
63935,32,12,34,0
63936,65,13,55,1
63937,42,11,36,0
63938,28,11,31,1
63939,63,8,45,0
63940,9,2,8,1
63941,37,7,25,1
63942,23,4,20,0
63943,38,4,10,1
63944,48,9,33,2
63945,15,12,22,0
63946,42,8,31,1
63947,56,10,45,1
63948,177,30,141,6
63949,228,54,174,9
63950,120,17,86,4
63951,62,14,48,0
63952,23,6,16,2
63953,30,10,23,1
63954,92,17,45,3
63955,121,19,55,7
64498,128,21,97,3
64499,124,45,130,3
64500,145,32,115,2
64501,124,37,108,7
64502,93,23,84,0
64503,133,45,109,4
64504,96,35,82,2
64505,34,8,32,1
64506,30,9,29,1
64507,16,5,9,0
64508,12,7,14,2
64509,5,0,5,0
64510,14,12,12,0
64511,17,3,15,2
64512,8,3,9,0
64513,20,4,15,1
64514,27,4,22,0
64515,25,8,22,0
64516,26,4,20,0
64517,17,16,24,2
64518,21,8,22,0
64519,24,7,23,1
64520,9,3,9,0
64521,5,5,8,0
64522,24,5,19,2
64523,5,0,4,0
64524,14,4,15,0
64525,18,4,10,0
64526,26,5,20,1
64527,41,2,23,1
64528,32,9,32,2
64529,24,3,22,1
64530,35,11,28,3
64531,31,5,22,0
64532,59,12,48,3
64533,30,9,15,1
64534,25,7,20,1
64535,31,3,15,0
64536,107,18,86,6
64537,69,10,60,3
64538,53,31,70,1
64539,61,6,41,2
64540,104,44,92,5
64541,102,40,97,5
64542,106,36,87,2
64543,118,40,104,6
64544,94,22,78,0
64545,133,43,103,3
64546,120,32,111,1
64547,82,24,72,1
64548,79,22,72,4
64549,145,38,134,7
64550,67,41,83,2
64551,180,56,140,20
64552,92,55,97,8
64553,78,14,49,7
64554,82,33,61,0
64555,96,66,115,3
64556,82,33,79,2
64557,64,11,44,2
64558,38,7,28,1
64559,39,11,35,0
64560,31,4,11,6
64561,33,9,23,1
64562,33,7,24,2
64563,27,7,18,2
64564,44,7,35,0
64565,35,2,23,0
64566,32,9,27,1
64567,117,24,107,4
64568,503,57,332,24
64569,339,73,240,14
64570,323,61,217,16
64571,177,44,141,5
64572,43,19,37,1
64573,32,9,25,0
65117,80,19,66,1
65118,122,49,118,0
65119,167,36,127,4
65120,199,42,146,7
65121,221,57,156,5
65122,117,36,98,5
65123,159,38,129,4
65124,89,10,59,3
65125,45,16,46,0
65126,43,12,40,0
65127,29,2,16,0
65128,18,2,12,0
65129,15,6,21,0
65130,8,0,3,0
65131,16,6,20,0
65132,18,5,15,0
65133,19,6,18,0
65134,14,4,11,0
65135,16,2,10,0
65136,21,5,20,4
65137,18,8,19,1
65138,20,2,13,4
65139,17,8,13,1
65140,10,6,11,0
65141,7,3,7,0
65142,16,4,13,0
65143,4,3,3,0
65144,7,3,10,0
65145,4,2,4,0
65146,27,4,21,2
65147,39,10,34,1
65148,30,5,27,1
65149,40,8,32,4
65150,30,4,20,2
65151,11,7,13,0
65152,43,4,26,0
65153,34,3,16,1
65154,37,10,32,1
65155,88,24,73,2
65156,111,25,73,5
65157,65,14,55,1
65158,86,20,63,0
65159,58,10,38,3
65160,67,14,54,2
65161,86,26,80,3
65162,170,40,144,1
65163,81,22,77,1
65164,103,31,79,4
65165,69,25,67,2
65166,83,17,61,4
65167,60,14,47,2
65168,79,18,68,1
65169,115,44,105,9
65170,108,41,117,4
65171,127,29,92,6
65172,99,20,62,2
65173,71,17,60,1
65174,93,29,77,6
65175,97,40,89,5
65176,83,27,72,0
65177,49,14,38,1
65178,37,13,33,0
65179,46,12,30,3
65180,43,9,30,3
65181,25,6,19,2
65182,42,8,28,4
65183,30,5,21,1
65184,25,0,12,0
65185,71,4,39,3
65186,51,8,34,1
65187,219,40,164,8
65188,289,68,246,4
65189,278,66,211,13
65190,236,67,206,14
65191,106,30,83,2
65192,90,45,84,2
65735,72,20,60,1
65736,59,19,53,1
65737,156,23,121,2
65738,265,56,211,5
65739,247,46,170,2
65740,239,58,181,11
65741,348,87,263,10
65742,354,90,306,11
65743,148,24,108,1
65744,62,17,56,2
65745,52,4,24,2
65746,25,3,18,2
65747,17,8,16,1
65748,13,2,5,0
65749,19,4,15,1
65750,17,4,18,0
65751,8,3,6,0
65752,11,2,4,0
65753,20,5,17,0
65754,16,8,15,0
65755,21,5,14,0
65756,31,7,24,0
65757,32,12,32,0
65758,16,8,14,0
65759,12,6,13,0
65760,10,0,6,0
65761,3,2,2,1
65762,7,2,3,0
65763,3,4,4,0
65764,11,8,19,0
65765,42,8,27,2
65766,35,5,19,3
65767,68,19,53,2
65768,76,9,49,2
65769,25,15,25,0
65770,21,5,14,0
65771,31,17,33,1
65772,31,7,19,5
65773,37,10,25,2
65774,82,4,45,1
65775,69,12,43,0
65776,67,14,50,0
65777,55,15,44,5
65778,124,41,117,2
65779,146,30,117,2
65780,88,30,75,2
65781,97,31,91,1
65782,99,45,113,5
65783,80,21,60,1
65784,110,21,71,4
65785,57,12,42,1
65786,101,17,63,5
65787,89,30,78,2
65788,114,14,87,7
65789,105,34,98,1
65790,178,18,103,10
65791,93,32,82,2
65792,75,20,52,4
65793,71,18,54,4
65794,90,22,66,7
65795,96,28,78,1
65796,69,13,52,3
65797,52,17,42,4
65798,55,20,48,3
65799,66,25,54,1
65800,47,8,29,2
65801,44,6,24,5
65802,53,8,33,4
65803,61,10,40,5
65804,81,16,60,8
65805,111,22,86,2
65806,234,41,173,8
65807,241,34,179,3
65808,256,30,172,20
65809,153,31,119,2
65810,75,18,48,2
65811,43,14,36,1
66353,92,42,81,3
66354,96,27,83,1
66355,94,24,78,1
66356,41,15,35,1
66357,110,15,76,3
66358,313,43,205,7
66359,631,107,431,20
66360,517,83,391,18
66361,580,103,434,13
66362,129,33,117,0
66363,66,9,45,0
66364,18,4,17,0
66365,23,7,23,0
66366,7,10,13,0
66367,10,3,10,0
66368,13,4,14,3
66369,11,2,9,0
66370,14,3,10,0
66371,11,3,7,0
66372,21,4,17,0
66373,16,6,17,0
66374,30,4,19,0
66375,15,6,17,0
66376,41,9,29,0
66377,14,7,17,0
66378,19,2,16,0
66379,7,5,10,0
66380,9,2,7,1
66381,19,3,13,0
66382,11,0,3,0
66383,25,4,23,0
66384,3,4,6,0
66385,17,8,15,0
66386,21,6,19,0
66387,39,13,43,2
66388,24,8,18,0
66389,27,8,25,0
66390,17,2,6,0
66391,44,9,28,2
66392,43,3,25,6
66393,68,16,51,0
66394,56,17,45,0
66395,44,9,38,2
66396,66,17,47,1
66397,78,20,64,4
66398,55,17,48,0
66399,69,23,55,2
66400,123,39,120,5
66401,93,23,74,4
66402,74,20,68,3
66403,47,9,35,4
66404,85,16,60,1
66405,126,28,119,2
66406,123,37,107,4
66407,88,26,77,4
66408,115,38,99,2
66409,172,55,126,2
66410,261,56,151,29
66411,120,23,74,14
66412,96,33,75,7
66413,100,37,79,6
66414,45,23,46,2
66415,31,10,29,2
66416,38,12,36,1
66417,58,16,46,2
66418,46,12,31,3
66419,87,21,58,9
66420,70,24,64,5
66421,76,17,57,3
66422,99,17,79,1
66423,113,15,91,4
66424,141,26,99,6
66425,110,22,87,2
66426,156,41,161,4
66427,74,13,58,2
66428,63,25,57,0
66429,52,15,35,1
66972,56,15,46,1
66973,70,18,62,2
66974,75,16,52,1
66975,92,17,65,4
66976,112,22,88,2
66977,350,51,198,0
66978,648,107,442,35
66979,782,119,528,24
66980,257,65,221,10
66981,121,21,100,1
66982,49,16,45,0
66983,36,11,29,0
66984,8,4,9,0
66985,15,4,15,0
66986,11,3,7,0
66987,20,4,24,0
66988,11,2,7,0
66989,15,9,17,1
66990,14,7,17,1
66991,23,4,18,1
66992,22,3,14,0
66993,25,3,16,0
66994,32,12,27,0
66995,16,8,14,0
66996,10,9,12,0
66997,13,5,11,0
66998,11,6,17,0
66999,23,0,12,0
67000,12,3,13,0
67001,7,0,4,0
67002,23,11,14,0
67003,9,3,8,1
67004,21,9,25,0
67005,15,4,16,0
67006,14,4,15,0
67007,33,16,32,2
67008,14,2,7,0
67009,27,6,14,0
67010,25,12,25,0
67011,36,6,24,2
67012,62,15,46,2
67013,25,9,23,1
67014,49,18,38,0
67015,74,21,51,1
67016,63,23,57,5
67017,55,8,39,5
67018,55,21,51,2
67019,67,22,54,2
67020,82,24,66,5
67021,46,10,35,1
67022,69,17,57,4
67023,50,11,41,0
67024,49,12,46,2
67025,77,23,74,1
67026,126,43,117,6
67027,165,59,149,11
67028,177,39,146,6
67029,268,78,184,29
67030,218,121,204,22
67031,86,57,103,3
67032,118,61,131,1
67033,94,30,68,3
67034,68,21,67,1
67035,47,12,34,1
67036,79,20,55,6
67037,76,24,65,4
67038,111,12,70,4
67039,116,28,74,6
67040,100,10,52,3
67041,95,12,70,1
67042,55,14,59,1
67043,87,15,64,6
67588,82,34,83,1
67589,98,20,89,0
67590,101,20,81,4
67591,47,6,28,1
67592,61,15,47,3
67593,106,24,82,2
67594,98,11,67,2
67595,206,32,126,9
67596,258,39,173,7
67597,93,16,74,1
67598,80,15,68,2
67599,49,13,44,2
67600,14,3,10,0
67601,24,5,19,0
67602,8,2,5,0
67603,7,4,8,1
67604,11,4,10,0
67605,41,10,31,2
67606,14,5,15,1
67607,23,8,20,0
67608,21,4,19,1
67609,10,7,10,0
67610,30,4,20,1
67611,16,0,9,0
67612,17,4,9,0
67613,18,5,12,1
67614,12,7,16,0
67615,13,4,7,0
67616,18,5,21,0
67617,4,3,7,0
67618,12,8,15,0
67619,10,6,13,1
67620,9,7,14,0
67621,12,3,5,0
67622,8,5,8,0
67623,14,4,16,0
67624,20,8,16,0
67625,19,8,18,0
67626,42,4,30,0
67627,48,11,37,3
67628,32,12,30,1
67629,18,9,19,3
67630,48,10,36,3
67631,63,16,43,0
67632,63,15,47,4
67633,74,11,56,0
67634,65,6,39,4
67635,62,5,34,1
67636,38,9,30,1
67637,70,5,39,0
67638,42,13,36,1
67639,50,16,49,2
67640,54,7,38,3
67641,96,25,85,1
67642,106,35,99,4
67643,157,29,118,7
67644,161,51,131,6
67645,136,34,110,10
67646,105,46,100,2
67647,152,122,191,9
67648,137,88,138,14
67649,96,67,110,0
67650,168,92,161,0
67651,97,29,78,1
67652,122,49,121,2
67653,221,86,190,12
67654,142,48,110,10
67655,65,11,44,5
67656,26,6,19,2
67657,108,45,103,0
67658,90,26,76,2
67659,57,15,52,0
67660,44,6,29,0
67661,46,12,43,0
67676,890,231,621,31
67677,220,57,154,14
67678,444,86,295,21
67679,589,147,396,22
68202,36,19,38,0
68203,50,19,60,0
68204,38,13,39,1
68205,45,19,44,1
68206,63,15,44,0
68207,53,8,34,2
68208,59,5,28,3
68209,60,8,32,1
68210,56,12,45,1
68211,49,6,36,1
68212,89,18,67,0
68213,52,11,46,0
68214,66,10,46,3
68215,23,2,12,2
68216,11,3,7,0
68217,14,3,9,0
68218,13,5,12,0
68219,18,3,13,0
68220,21,3,17,1
68221,33,3,26,2
68222,25,7,22,2
68223,27,10,20,0
68224,29,7,26,0
68225,46,5,33,4
68226,26,4,17,1
68227,36,7,37,0
68228,49,14,49,0
68229,26,12,19,0
68230,21,6,11,5
68231,6,5,10,0
68232,36,7,34,3
68233,20,5,10,2
68234,4,4,7,1
68235,5,5,10,0
68236,28,0,19,0
68237,16,10,20,0
68240,18,21,32,0
68245,59,23,52,0
68246,53,7,32,4
68247,65,12,40,4
68248,121,13,69,2
68249,47,14,41,4
68250,50,9,37,4
68251,33,4,29,1
68252,36,5,27,1
68253,33,10,30,3
68254,62,16,51,2
68255,77,33,72,1
68256,66,16,45,1
68257,109,19,81,0
68258,152,53,117,14
68259,278,81,229,16
68260,126,33,114,1
68261,98,40,95,2
68262,130,77,140,2
68263,98,51,99,2
68264,103,56,106,2
68265,121,51,114,7
68266,101,53,102,1
68267,95,46,99,4
68268,178,101,190,9
68269,217,114,217,8
68270,87,45,89,0
68271,29,10,29,0
68272,65,16,49,0
68273,31,7,26,1
68274,38,10,38,1
68275,66,10,43,1
68289,442,79,317,20
68290,477,105,339,19
68291,392,72,260,18
68292,395,85,287,13
68293,450,78,291,33
68294,879,234,621,32
68815,69,25,73,0
68816,32,11,25,2
68817,34,7,27,0
68818,35,13,33,2
68819,34,3,21,0
68820,34,11,35,2
68821,24,5,14,2
68822,30,8,32,0
68823,66,7,48,0
68824,42,4,30,1
68825,48,7,33,0
68826,51,14,42,1
68827,75,12,62,0
68828,64,16,47,1
68829,19,6,17,0
68830,26,14,26,1
68831,38,14,40,0
68832,40,11,36,1
68833,27,5,20,1
68834,33,12,29,0
68835,63,3,35,5
68836,70,14,45,3
68837,47,9,38,3
68838,48,11,38,4
68839,41,7,30,1
68840,43,9,34,1
68843,28,10,27,0
68844,26,9,23,0
68845,20,5,10,1
68846,13,5,13,0
68847,25,19,34,3
68848,36,6,35,2
68849,9,3,8,0
68857,34,9,22,0
68858,2,5,7,0
68859,35,12,34,0
68860,92,9,62,6
68861,42,4,24,1
68862,75,11,55,1
68863,80,38,73,2
68864,58,20,58,1
68865,36,7,27,1
68866,59,10,36,3
68867,58,17,54,0
68868,69,16,50,2
68869,76,25,58,1
68870,89,17,73,2
68871,172,52,145,5
68872,149,48,138,6
68873,199,50,165,2
68874,103,130,172,2
68875,181,199,291,4
68876,125,82,144,5
68877,183,117,191,7
68878,170,121,208,9
68879,118,56,110,6
68880,102,51,93,2
68881,142,72,136,8
68882,113,75,133,3
68883,77,23,63,3
68884,27,9,28,1
68885,54,5,28,1
68886,38,8,22,0
68903,182,43,118,5
68904,458,131,372,19
68905,556,162,443,21
68906,485,90,288,28
68907,669,151,409,44
69429,63,30,63,3
69430,68,0,53,0
69431,65,16,56,0
69432,45,9,53,0
69433,47,10,43,0
69434,70,8,52,0
69435,63,8,52,0
69436,67,12,59,2
69437,71,12,59,0
69438,59,8,55,2
69439,33,7,31,1
69440,40,7,36,0
69441,70,12,50,0
69442,81,12,55,4
69443,62,13,50,2
69444,68,17,67,2
69445,78,21,69,2
69446,49,14,40,0
69447,47,17,36,4
69448,42,10,33,1
69449,48,6,26,1
69450,29,3,18,3
69451,43,4,26,2
69452,39,9,37,3
69453,61,6,39,5
69457,47,6,35,0
69458,34,7,30,2
69459,23,15,24,1
69460,24,8,21,0
69461,27,9,20,0
69462,24,26,42,0
69463,20,11,17,0
69469,26,13,28,0
69470,10,4,9,0
69471,15,0,8,0
69472,14,2,10,1
69473,6,0,3,0
69474,15,7,22,0
69475,24,6,13,3
69476,29,9,27,2
69477,71,10,50,1
69478,28,8,17,3
69479,53,19,44,2
69480,37,9,33,2
69481,49,14,42,1
69482,54,7,37,1
69483,52,16,49,0
69484,93,27,85,5
69485,69,27,63,1
69486,86,26,72,2
69487,61,47,75,2
69488,90,193,232,0
69489,179,292,385,2
69490,236,147,254,10
69491,197,98,182,10
69492,198,89,206,10
69493,132,70,133,4
69494,162,58,138,14
69495,155,63,155,4
69496,66,39,75,0
69497,41,24,43,0
69498,36,23,40,2
69499,38,18,37,2
69500,73,23,63,7
69501,66,32,70,3
69502,82,15,58,3
69517,89,22,63,5
69518,242,68,173,10
69519,374,83,261,23
69520,347,90,237,27
69521,591,143,404,36
70043,48,11,40,0
70044,61,15,53,0
70045,16,2,12,0
70046,22,10,23,0
70047,11,2,10,0
70048,28,0,20,0
70049,42,12,54,0
70050,33,4,23,4
70051,35,6,28,0
70052,63,3,32,0
70053,70,12,54,3
70054,82,12,71,4
70055,68,8,46,1
70056,67,13,58,2
70057,60,16,57,1
70058,109,28,92,2
70059,216,41,169,7
70060,88,27,75,5
70061,77,18,64,5
70062,84,11,68,7
70063,43,9,38,0
70064,40,6,27,5
70066,50,5,35,3
70067,60,10,42,4
70072,80,14,58,4
70073,18,11,20,0
70074,28,9,24,2
70075,26,9,24,0
70082,19,8,18,0
70083,5,4,6,0
70084,27,8,25,0
70085,7,0,5,1
70086,13,4,11,0
70087,4,4,4,0
70088,4,4,4,0
70089,4,0,4,0
70090,6,0,4,0
70091,19,4,17,0
70092,20,10,22,0
70093,47,16,43,0
70094,40,17,37,0
70095,124,57,148,3
70096,57,13,50,0
70097,57,18,48,0
70098,61,16,48,2
70099,51,16,45,2
70100,24,20,38,0
70101,49,48,63,3
70102,84,92,122,3
70103,125,101,152,7
70104,211,117,216,7
70105,198,111,195,3
70106,235,88,220,2
70107,160,48,135,10
70108,139,64,136,4
70109,194,68,181,4
70110,259,102,252,6
70111,86,23,53,5
70112,53,14,33,5
70113,73,17,47,3
70114,66,13,52,2
70115,37,6,21,0
70116,74,12,52,1
70131,85,22,62,8
70132,286,65,195,17
70133,517,142,373,17
70134,351,85,287,13
70135,393,69,227,13
70136,1319,207,812,87
70657,51,7,23,0
70658,31,9,25,0
70659,12,3,12,0
70660,7,5,8,0
70661,24,2,22,0
70662,22,8,23,0
70663,38,12,40,2
70664,37,4,26,1
70665,52,4,33,0
70666,60,5,42,1
70667,78,33,81,1
70668,78,12,54,1
70669,91,16,71,2
70670,69,12,57,2
70671,124,24,99,4
70672,107,30,90,2
70673,216,60,156,14
70674,132,28,85,2
70675,132,21,55,8
70676,37,9,21,2
70677,71,9,45,3
70678,72,11,60,1
70687,68,18,66,0
70688,46,20,44,0
70689,42,9,31,3
70695,11,5,11,0
70696,19,0,9,0
70697,6,6,9,0
70698,7,3,8,0
70699,23,8,21,0
70700,8,6,10,0
70701,19,7,23,0
70702,7,0,4,0
70703,9,4,4,0
70704,11,0,8,0
70705,20,6,24,0
70706,17,18,30,0
70707,26,17,29,0
70708,39,22,31,4
70709,55,24,61,2
70710,65,18,52,0
70711,80,16,67,3
70712,80,28,78,0
70713,25,31,43,0
70714,45,21,48,1
70715,79,67,111,2
70716,68,81,109,8
70717,181,85,195,7
70718,384,172,333,18
70719,185,74,171,2
70720,362,109,297,8
70721,133,74,143,1
70722,244,84,231,5
70723,201,78,207,2
70724,185,100,183,0
70725,145,38,130,6
70726,30,14,30,2
70727,34,13,28,3
70728,47,17,42,0
70729,45,7,27,0
70730,32,7,26,0
70731,98,14,67,4
70742,35,5,21,0
70743,33,8,26,2
70744,55,13,28,6
70745,60,20,37,4
70746,92,15,54,4
70747,109,22,75,5
70748,186,45,139,6
70749,727,128,464,32
70750,995,155,591,44
71271,22,5,24,0
71272,24,0,16,2
71273,3,0,2,0
71274,21,6,22,0
71275,16,3,17,0
71276,32,11,32,0
71277,43,7,39,0
71278,42,7,33,0
71279,60,10,43,0
71280,43,14,42,2
71281,57,8,33,4
71282,64,5,51,1
71283,82,18,72,1
71284,129,26,111,5
71285,160,29,128,12
71286,307,65,200,21
71287,163,24,82,11
71288,100,21,59,10
71289,80,14,55,1
71290,52,14,42,3
71291,36,10,36,0
71307,12,12,23,0
71308,10,5,8,0
71309,6,3,6,0
71310,11,1,11,0
71311,10,4,7,0
71312,16,7,18,0
71313,30,9,37,0
71314,32,15,30,0
71315,14,8,19,0
71316,6,0,3,0
71317,6,3,5,0
71318,8,6,13,0
71319,10,6,12,0
71320,35,27,49,2
71321,39,12,32,2
71322,47,19,57,0
71323,68,23,64,0
71324,50,19,46,0
71325,58,30,62,2
71326,79,38,87,2
71327,115,63,126,4
71328,109,47,94,2
71329,61,36,64,3
71330,170,45,134,6
71331,509,125,380,8
71332,611,169,475,20
71333,531,137,392,22
71334,389,125,335,21
71335,250,111,246,10
71336,182,54,140,9
71337,214,95,216,5
71338,80,24,66,2
71339,52,11,47,2
71340,36,8,34,1
71341,31,12,27,0
71342,28,14,38,0
71343,27,4,19,2
71344,86,10,64,1
71346,43,6,21,1
71347,32,11,35,0
71353,86,10,40,3
71354,62,7,44,1
71355,54,5,23,1
71356,50,15,40,4
71357,55,10,33,2
71358,69,10,29,5
71359,128,27,82,8
71360,75,18,58,2
71361,177,36,121,2
71362,796,130,426,47
71363,1422,223,764,80
71885,9,0,7,0
71886,13,3,12,0
71887,8,4,7,0
71888,12,4,14,1
71889,36,5,25,0
71890,21,2,8,0
71891,27,5,19,0
71892,25,7,24,0
71893,30,12,31,1
71894,74,8,52,2
71895,74,10,55,2
71896,131,24,103,8
71897,132,28,116,3
71898,230,35,159,10
71899,242,73,217,0
71900,155,41,105,9
71901,130,21,84,4
71902,82,30,80,2
71903,58,9,42,0
71904,74,9,53,0
71923,37,7,32,2
71924,16,7,19,0
71925,22,3,16,0
71926,32,4,25,0
71927,25,4,15,3
71928,19,3,11,0
71929,7,0,4,0
71930,11,4,15,0
71931,10,3,7,0
71932,32,8,21,2
71933,26,14,26,0
71934,24,13,23,0
71935,54,14,48,2
71936,42,9,31,1
71937,40,19,41,1
71938,32,28,44,0
71939,91,48,92,3
71940,128,52,100,8
71941,139,81,129,10
71942,70,51,80,2
71943,281,96,195,24
71944,446,115,304,12
71945,1089,257,821,37
71946,663,193,508,9
71947,666,249,615,22
71948,558,173,544,24
71949,281,74,239,5
71950,115,46,121,5
71951,95,32,86,1
71952,63,15,58,2
71953,45,14,37,1
71954,57,25,52,3
71955,60,8,36,5
71956,67,8,38,2
71957,46,14,39,2
71958,42,11,36,2
71959,25,6,22,0
71960,24,13,23,0
71961,45,11,41,0
71966,75,14,47,5
71967,57,17,41,2
71968,110,23,72,2
71969,92,25,58,0
71970,53,23,50,0
71971,78,24,59,5
71972,86,17,51,3
71973,126,24,81,3
71974,162,26,96,13
71975,521,78,304,49
71976,2349,248,1120,168
72497,8,2,6,0
72498,15,2,8,1
72499,11,4,12,0
72500,14,3,11,1
72501,17,4,11,0
72502,33,5,26,0
72503,39,8,35,0
72504,23,3,18,0
72505,32,4,23,1
72506,32,5,21,0
72507,35,10,27,1
72508,81,10,56,4
72509,130,41,117,0
72510,88,22,81,5
72511,127,16,96,3
72512,116,22,71,3
72513,130,36,110,2
72514,67,24,64,2
72515,74,12,47,0
72516,44,15,41,0
72538,53,25,46,0
72539,46,20,54,0
72540,26,8,23,2
72542,2,0,0,1
72543,4,0,4,0
72544,34,16,29,0
72545,37,17,38,0
72546,31,8,33,1
72547,54,25,49,2
72548,43,10,29,1
72549,41,13,41,0
72550,47,14,37,2
72551,49,24,44,0
72552,44,24,45,2
72553,87,32,73,4
72554,81,29,63,2
72555,89,33,72,10
72556,469,129,346,20
72557,1174,426,953,47
72558,1004,380,890,34
72559,947,386,863,36
72560,576,324,662,21
72561,311,112,285,13
72562,153,49,137,7
72563,73,56,107,7
72564,39,19,56,0
72565,28,15,25,1
72566,54,12,38,1
72567,51,15,42,1
72568,91,16,62,2
72569,81,16,42,8
72570,72,12,47,3
72571,28,4,16,2
72572,20,3,13,2
72573,17,6,16,0
72574,70,37,89,0
72577,67,12,47,0
72578,53,19,45,6
72579,62,16,45,2
72580,160,24,85,3
72581,152,38,109,6
72582,82,21,59,1
72583,97,25,71,4
72584,34,19,41,1
72585,98,26,81,4
72586,116,31,82,12
72587,413,77,219,31
72588,1986,291,1048,140
72589,1418,272,815,81
72590,806,310,596,38
73111,8,2,8,0
73112,10,3,8,0
73113,25,4,23,0
73114,8,0,6,0
73115,32,0,30,0
73116,16,2,10,0
73117,14,2,10,0
73118,18,4,14,0
